CodigoProduto,DescricaoProduto,TipoEmbalagem,Unidade,CodDepartamento,DescricaoDepartamento,CodSecao,DescricaoSecao,InformacoesTecnicasV1,CodMarca,Marca,CodUnidade,QtdeEmbalagem,PesoEmbalagemUnitaria
8208,CREME CULINARIO,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,20% GORDURA,509,RICHS,2,1,1.0
8210,CHOC. PO 50% CACAU,"1,01KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,510,SICAO,2,1,1.01
8211,COB.FRAC.CHIPS MAIS AO LEITE ,"1,01KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,510,SICAO,2,1,1.01
8218,CANUDO PL.SACHE BRANCO 5MM 21CM,C/3000,CX,6,EMBALAGENS/DESCARTAVEIS,610,CANUDO,C/3000-5MM,408,"STRAWPLAST,STRAW.",3,3000,1.0
8219,CANUDO PL.SACHE BRANCO 5MM 21CM,C/100,PT,6,EMBALAGENS/DESCARTAVEIS,610,CANUDO,C/100 - 5MM,408,"STRAWPLAST,STRAW.",7,100,1.0
8222,MAIONESE SACHE,192X7G,CX,2,ALIMENTOS,210,MAIONESE,,122,DAJUDA,3,192,0.007
8248,WHISKY APPLE,1L,UN,1,BEBIDAS,4,WHISKY IMPORTADO,1L,206,"JACK DANIELS,JACK DANIEL'S",2,1,1.0
8249,PAPEL HIG F.DUPLA 20M NEUTRO,4X16UN,FD,4,HIGIENE PESSOAL,402,PAPEL HIGIENICO,4X16 UN - NEUTRO FOLHA DUPLA,47,BOB,1,64,1.0
8250,PAPEL HIG F.DUPLA 20M NEUTRO,16X4UN,FD,4,HIGIENE PESSOAL,402,PAPEL HIGIENICO,16X4 UN - NEUTRO FOLHA DUPLA,47,BOB,1,64,1.0
8251,PAPEL HIG F.DUPLA 20M NEUTRO,6X12UN,FD,4,HIGIENE PESSOAL,402,PAPEL HIGIENICO,6X12 UN - NEUTRO FOLHA DUPLA,47,BOB,1,72,1.0
8252,PAPEL HIG F.TRIP 20M NEUTRO,6X12,FD,4,HIGIENE PESSOAL,402,PAPEL HIGIENICO,6X12 - NEUTRO FOLHA TRIPLA,427,TENDERLY,1,72,1.0
8253,PAPEL HIG F.TRIP 20M NEUTRO,16X4,FD,4,HIGIENE PESSOAL,402,PAPEL HIGIENICO,16X4 - NEUTRO FOLHA TRIPLA,427,TENDERLY,1,64,1.0
8264,PESSEGO FATIAS ,450G,UN,2,ALIMENTOS,202,CONSERVA DOCE/ENLATADOS,450G,514,CROCHEMORE,2,1,0.45
8267,"PAPEL MANTEIGA 30CM X 7,5M",1,UN,6,EMBALAGENS/DESCARTAVEIS,624,PAPEL ALUMINIO/MANTEIGA,,515,TERMICA,2,1,1.0
8268,"PAPEL ALUMINIO 30CM X 7,5M",1,UN,6,EMBALAGENS/DESCARTAVEIS,624,PAPEL ALUMINIO/MANTEIGA,1,515,TERMICA,2,1,1.0
8269,"PAPEL ALUMINIO 45CM X 7,5M",1,UN,6,EMBALAGENS/DESCARTAVEIS,624,PAPEL ALUMINIO/MANTEIGA,1,515,TERMICA,2,1,1.0
8270,PAPEL ALUMINIO 30CM X 00M,1,UN,6,EMBALAGENS/DESCARTAVEIS,624,PAPEL ALUMINIO/MANTEIGA,1,515,TERMICA,2,1,1.0
8271,PAPEL ALUMINIO 45CM X 65M,1,UN,6,EMBALAGENS/DESCARTAVEIS,624,PAPEL ALUMINIO/MANTEIGA,1,515,TERMICA,2,1,1.0
8272,MARMITA ALUM. 480ML T07,C/100,CX,6,EMBALAGENS/DESCARTAVEIS,612,MARMITEX/BANDEJA,C/100,515,TERMICA,3,100,1.0
8273,MARMITA ALUM. 850ML T08,C/100,CX,6,EMBALAGENS/DESCARTAVEIS,612,MARMITEX/BANDEJA,C/100,515,TERMICA,3,100,1.0
8277,BATATA PALHA 100G EXTRA FINA,100GR,UN,2,ALIMENTOS,244,BATATA PALHA,100GR,468,YOKI,2,1,0.1
8278,BATATA PALHA 105G TRADICIONAL,105GR,UN,2,ALIMENTOS,244,BATATA PALHA,105GR,468,YOKI,2,1,0.105
8279,BATATA PALHA 70G TRADICIONAL,70GR,UN,2,ALIMENTOS,244,BATATA PALHA,70GR,468,YOKI,2,1,0.07
8281,CHICLE X FRESH BLUE CITRUS PRETO,C/21,DP,3,BOMBONIERI,306,CHICLE,C/21,448,TRIDENT,9,21,1.0
8285,AMAC.ROUPA AZUL,7L,UN,5,LIMPEZA,504,AMACIANTE ROUPA,7L,469,YPE,2,1,7.0
8288,CAFE TRADICIONAL,160G,UN,2,ALIMENTOS,262,CAFE,160G,288,NESCAFE,2,1,0.16
8289,CAFE TRADICIONAL,160G,UN,2,ALIMENTOS,262,CAFE,160G,288,NESCAFE,2,1,0.16
8303,DOCE DE LEITE PURO ,"1,01KG",UN,2,ALIMENTOS,10001,DOCE DE LEITE,,25,AUREA,2,1,1.01
8308,CATCHUP SACHE,192X7G,CX,2,ALIMENTOS,212,ATOMATADO/CATCHUP,,122,DAJUDA,3,192,0.007
8314,LIMPADOR PERFUMADA JD. SECRETO,1L,UN,5,LIMPEZA,512,LIMPADOR,1L,469,YPE,2,1,1.0
8315,VINHO NAC C VALD ARTE CABERNET SAUVIGNON E MERLOT TINTO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML - TINTO,85,CASA VALDUGA,2,1,0.75
8316,VINHO SELECAO CHARDONNAY,3L,UN,1,BEBIDAS,55,VINHO BAG/GARRAFAO,BRANCO SECO,269,MIOLO,2,1,3.0
8318,FARINHA TAPIOCA (HIDRATADA),500G,UN,2,ALIMENTOS,268,FARINHA/FARINACEOS,,245,LOPES,2,1,0.5
8319,PEPINO SUAVE ,300G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,,516,TAUA,2,1,0.3
8322,VINHO NAC C VALD ARTE MARSELAN E MALBEC TINTO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML - TINTO,85,CASA VALDUGA,2,1,0.75
8323,VINHO NAC C VALD ARTE CHARDONNAY E MOSCATO BRANCO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML - BRANCO,85,CASA VALDUGA,2,1,0.75
8324,VINHO NAC C VALD ARTE GEWURZTR / MALBEC BRANCO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML - BRANCO,85,CASA VALDUGA,2,1,0.75
8325,VINHO NAC C VALD MERLOT TINTO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML - TINTO,85,CASA VALDUGA,2,1,0.75
8326,VINHO IMP CHI C VALD CARMENERE - TINTO,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML -  TINTO,85,CASA VALDUGA,2,1,0.75
8327,VINHO NAC C VALD CHARDONNAY BRANCO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML - BRANCO,85,CASA VALDUGA,2,1,0.75
8330,CATCHUP PICLES ,397G,UN,2,ALIMENTOS,212,ATOMATADO/CATCHUP,397G,196,HEINZ,2,1,0.397
8331,EMB.CRISTAL BIP35A TORTA PRETA,C/100,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"ALT 8,6 LARG 18CM - BASE BRANCA",40,"BIPACK,BP",3,100,1.0
8332,DETERG.PO AZUL,"1,6KG",UN,5,LIMPEZA,506,DETERGENTE PO,"1,6KG",177,"GIRANDO SOL,GIR.SOL",2,1,1.6
8333,DETERG.PO ROSA,"1,6KG",UN,5,LIMPEZA,506,DETERGENTE PO,"1,6KG",177,"GIRANDO SOL,GIR.SOL",2,1,1.6
8334,DETERG.PO HIPOALERGE,"1,6KG",UN,5,LIMPEZA,506,DETERGENTE PO,"1,6KG",177,"GIRANDO SOL,GIR.SOL",2,1,1.6
8335,DETERG.PO AZUL,4KG,UN,5,LIMPEZA,506,DETERGENTE PO,4KG,177,"GIRANDO SOL,GIR.SOL",2,1,4.0
8336,DETERG.PO ROSA,4KG,UN,5,LIMPEZA,506,DETERGENTE PO,4KG,177,"GIRANDO SOL,GIR.SOL",2,1,4.0
8337,DETERG.PO HIPOALERGENI,4KG,UN,5,LIMPEZA,506,DETERGENTE PO,4KG,177,"GIRANDO SOL,GIR.SOL",2,1,4.0
8338,DETERG.PO AZUL,800G,UN,5,LIMPEZA,506,DETERGENTE PO,800G,177,"GIRANDO SOL,GIR.SOL",2,1,0.8
8340,DETERG.PO ROSA,800G,UN,5,LIMPEZA,506,DETERGENTE PO,800G,177,"GIRANDO SOL,GIR.SOL",2,1,0.8
8341,DETERG.PO HIPOALERGE,800G,UN,5,LIMPEZA,506,DETERGENTE PO,800G,177,"GIRANDO SOL,GIR.SOL",2,1,0.8
8342,DETERG.PO AZUL,7KG,UN,5,LIMPEZA,506,DETERGENTE PO,7KG,177,"GIRANDO SOL,GIR.SOL",2,1,7.0
8350,SACO LIXO 50L REFOR 63X80X6,C/10,FD,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/10,284,NAVEPLAST,1,10,1.0
8351,SACO LIXO 100L REFOR.75X95X8MI,C/100,FD,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/100,284,NAVEPLAST,1,100,1.0
8352,SACO LIXO 100L REFOR 75X95X8,C/10,FD,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/10,284,NAVEPLAST,1,10,1.0
8353,SACO LIXO 150L REFOR.90X115X10,C/100,FD,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/100,284,NAVEPLAST,1,100,1.0
8354,DETERG.PO ROSA,7KG,UN,5,LIMPEZA,506,DETERGENTE PO,7KG,177,"GIRANDO SOL,GIR.SOL",2,1,7.0
8355,SACO LIXO 200L REFOR.95X125X10,C/100,FD,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/100,284,NAVEPLAST,1,100,1.0
8356,DETERG.PO HIPOALERGENI,7KG,UN,5,LIMPEZA,506,DETERGENTE PO,7KG,177,"GIRANDO SOL,GIR.SOL",2,1,7.0
8360,CHOC. BARRA AO LEITE,"2,1KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,290,NESTLE,2,1,2.1
8361,CHOC. BARRA M.AMARGO,"2,1KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,290,NESTLE,2,1,2.1
8362,CHOC. BARRA BRANCO,"2,1KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,290,NESTLE,2,1,2.1
8363,VINHO IMP CHI CABERNET SAUVIGNON,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,378,"SANTA HELENA,S HELENA",2,1,0.75
8364,DETERG.PO ROSA,400G,UN,5,LIMPEZA,506,DETERGENTE PO,400G,177,"GIRANDO SOL,GIR.SOL",2,1,0.4
8365,DETERG.PO HIPOALERGE,400G,UN,5,LIMPEZA,506,DETERGENTE PO,400G,177,"GIRANDO SOL,GIR.SOL",2,1,0.4
8366,DETERG.PO AZUL,400G,UN,5,LIMPEZA,506,DETERGENTE PO,400G,177,"GIRANDO SOL,GIR.SOL",2,1,0.4
8367,DETERG.PO ROSA,10KG,UN,5,LIMPEZA,506,DETERGENTE PO,10KG,177,"GIRANDO SOL,GIR.SOL",2,1,10.0
8369,DETERG.PO HIPOALERGENI,10KG,UN,5,LIMPEZA,506,DETERGENTE PO,10KG,177,"GIRANDO SOL,GIR.SOL",2,1,10.0
8373,DETERG.PO AZUL,10KG,UN,5,LIMPEZA,506,DETERGENTE PO,10KG,177,"GIRANDO SOL,GIR.SOL",2,1,10.0
8387,GORD. GOLDEN LT GALAO,2.5KG GALAO,UN,2,ALIMENTOS,220,GORDURA/OLEO ESPECIAIS,"FRITURAS RASAS, TIPO CHAPEADOS E HAMBURGUERS SABOR MANTEIGA",118,CUKIN,2,1,2.5
8391,LICOR FINO GRAND MARNIER,700ML,UN,1,BEBIDAS,21,LICOR IMPORTADO,700ML,73,CAMPARI,2,1,0.7
8392,APERITIVO 70 PROOF,1L,UN,1,BEBIDAS,24,APERITIVO,1L,119,CYNAR,2,1,1.0
8393,BEIJINHO,970G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,265,MELKEN,2,1,0.97
8398,MOSTARDA AMARELA,2KG,UN,2,ALIMENTOS,208,MOSTARDA,,196,HEINZ,2,1,2.0
8403,COND. CREME CEBOLA,"1,01KG",UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,DILUIÇAO: AGUA - RENDE 17 LITROS,307,NUTRIMENTAL,2,1,1.01
8405,COCO RALADO FLOCOS PURO,5KG,UN,2,ALIMENTOS,264,COCO RALADO,FLOCOS PURO,517,"BRAZIL UP,BRAZIL UP",2,1,5.0
8407,GIN BERRY,700ML,UN,1,BEBIDAS,16,GIN,BLACKBERRY (AMORA) E RASPBERRY (FRAMBOESA),51,BOMBAY,2,1,0.7
8408,CHOC. AVELA,16X32G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,16X32G,446,TRENTO,9,16,0.032
8411,CHOC. LACTA BOMBOM,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,1KG,402,SONHO DE VALSA,2,1,1.0
8412,CHOC. DUO,16X32G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,16X32G,446,TRENTO,9,16,0.032
8413,CHOC. LACTA BOMBOM,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,1KG,315,OURO BRANCO,2,1,1.0
8414,CHOC. MASSIMO DUO,16X30G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,16X30G,446,TRENTO,9,16,0.03
8415,"SAL GROSSO CEBOLA, ALHO E SALSA",500G,UN,2,ALIMENTOS,274,SAL,500G,492,TEMPEREX,2,1,0.5
8416,SAL GROSSO CHIMICHURRI C/PIMENT,500G,UN,2,ALIMENTOS,274,SAL,500G,492,TEMPEREX,2,1,0.5
8417,SAL GROSSO ESPECIARIAS,500G,UN,2,ALIMENTOS,274,SAL,500G,492,TEMPEREX,2,1,0.5
8418,SAL GROSSO MOSTARDA C/LIMAO,500G,UN,2,ALIMENTOS,274,SAL,500G,492,TEMPEREX,2,1,0.5
8419,SAL GROSSO TOQUE DE ALECRIM,500G,UN,2,ALIMENTOS,274,SAL,500G,492,TEMPEREX,2,1,0.5
8420,SAL PARRILLA TRADICIONAL,550G,UN,2,ALIMENTOS,274,SAL,550G,492,TEMPEREX,2,1,0.55
8421,SAL PARRILLA BARBECUE,550G,UN,2,ALIMENTOS,274,SAL,550G,492,TEMPEREX,2,1,0.55
8422,HAMBURG.ISOP.121 2 DIV.,C/200,CX,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 23,5 LARG 16 ALT 7,5CM - CAP.900ML",162,"FIBRAFORM,.FIBRAF.",3,200,1.0
8424,ESPUM MOSCATEL,750ML,UN,1,BEBIDAS,40,ESPUMANTE,750ML,26,AURORA,2,1,0.75
8441,VODKA,965ML,UN,1,BEBIDAS,10,VODKA NACIONAL,965ML,525,ROSKOFF,2,1,0.965
8442,GROSELHA,1L,UN,1,BEBIDAS,94,XAROPE,1L,526,CERESER,2,1,1.0
8444,VERMOUTH TINTO 1L,900ML,UN,1,BEBIDAS,34,VERMOUTH,900ML,527,CORTEZANO,2,1,0.9
8445,VERMOUTH BIANCO,900ML,UN,1,BEBIDAS,34,VERMOUTH,900ML,527,CORTEZANO,2,1,0.9
8446,AGUARD.,965ML,UN,1,BEBIDAS,62,AGUARDENTE,965ML,528,"OLD CESAR 88,OLD CESA 88",2,1,0.965
8447,VODKA CRANBERRY 100% CEREAIS,1L,UN,1,BEBIDAS,10,VODKA NACIONAL,1L,529,KADOV,2,1,1.0
8449,LICOR CHOCOLATEBRANCO,720ML,UN,1,BEBIDAS,22,LICOR,720ML,407,STOCK,2,1,0.72
8451,LICOR MARULA,720ML,UN,1,BEBIDAS,22,LICOR,720ML,407,STOCK,2,1,0.72
8452,VODKA 100% CEREAIS,1L,UN,1,BEBIDAS,10,VODKA NACIONAL,1L,529,KADOV,2,1,1.0
8457,VODKA BAUNILHA 100% CEREAIS,1L,UN,1,BEBIDAS,10,VODKA NACIONAL,1L,529,KADOV,2,1,1.0
8460,"COB.SORVETE CARAMELO 1,3KG",1.3KG,UN,2,ALIMENTOS,280,COBERTURA SORVETE,,384,SELECTA,2,1,1.3
8461,"COB.SORVETE CHOCOLATE 1,3KG",1.3KG,UN,2,ALIMENTOS,280,COBERTURA SORVETE,,384,SELECTA,2,1,1.3
8462,"COB.SORVETE MORANGO 1,3KG",1.3KG,UN,2,ALIMENTOS,280,COBERTURA SORVETE,,384,SELECTA,2,1,1.3
8501,FEIJAO VERMELHO TIPO-2,10X1KG,FD,2,ALIMENTOS,240,CEREAL,10X1KG,533,RIO BELO,1,10,1.0
8502,ATUM SOLIDO OLEO ,140G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,140G,323,PESCADOR,2,1,0.14
8503,ATUM RALADO OLEO ,140G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,140G,323,PESCADOR,2,1,0.14
8504,MAIONESE ,"2,8KG",UN,2,ALIMENTOS,210,MAIONESE,,71,CALCUTA,2,1,2.8
8506,ARROZ BRANCO ,10X1KG,FD,2,ALIMENTOS,260,ARROZ,10X1KG,452,URBANO,1,10,1.0
8507,ARROZ PARBOILIZADO ,10X1KG,FD,2,ALIMENTOS,260,ARROZ,10X1KG,452,URBANO,1,10,1.0
8512,MOUSSE CHOCOLATE,500G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,410,SUFLAIR,2,1,0.5
8513,SAL GROSSO CHURRASCO,10X1KG,FD,2,ALIMENTOS,274,SAL,10X1KG,130,DIANA,1,10,1.0
8517,CATCHUP SACHE,144X7G,CX,2,ALIMENTOS,212,ATOMATADO/CATCHUP,144X7G,71,CALCUTA,3,144,0.007
8518,MAIONESE SACHE,144X7G,CX,2,ALIMENTOS,210,MAIONESE,144X7G,71,CALCUTA,3,144,0.007
8528,GIN TONIC ,6X269ML,PK,1,BEBIDAS,16,GIN,6X269ML - ALCOOLICA,535,"EAZY BOOZE,EAZY BOOSE",10,6,0.269
8529,GIN LEMONADE ,6X269ML,PK,1,BEBIDAS,16,GIN,6X269ML - ALCOOLICA,535,"EAZY BOOZE,EAZY BOOSE",10,6,0.269
8531,PINK LEMONADE - VIDRO,12X200ML,CX,1,BEBIDAS,10014,REFRIGERANTE,12X200ML - NAO ALCOOLICA,536,ST PIERRE,3,12,0.2
8532,RED MINT - LATA,6X270ML,PK,1,BEBIDAS,10014,REFRIGERANTE,6X270ML - NAO ALCOOLICA,536,ST PIERRE,10,6,0.27
8533,PINK LEMONADE - LATA,6X270ML,PK,1,BEBIDAS,10014,REFRIGERANTE,6X270ML - NAO ALCOOLICA,536,ST PIERRE,10,6,0.27
8537,RECHEIO FORN.AO LEITE,"1,01KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,107,CONFEITEIRO,2,1,1.01
8538,RECHEIO FORN.BRANCO,"1,01KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,107,CONFEITEIRO,2,1,1.01
8541,RECHEIO FORN.AVELA,"1,01KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,107,CONFEITEIRO,2,1,1.01
8552,FAROFA PRONTA MANDIOCA C/CEBOLA,200G,UN,2,ALIMENTOS,266,PREPAROS CULINARIOS,200G - TEMPERADA,468,YOKI,2,1,0.2
8553,FAROFA PRONTA MANDIOCA C/BAT. PALHA,200G,UN,2,ALIMENTOS,266,PREPAROS CULINARIOS,200G - TEMPERADA,468,YOKI,2,1,0.2
8554,FAROFA PRONTA MANDIOCA C/SOJA,200G,UN,2,ALIMENTOS,266,PREPAROS CULINARIOS,200G - TEMPERADA,468,YOKI,2,1,0.2
8555,AVEIA FLOCOS FINOS,170G,CX,2,ALIMENTOS,286,CEREAL MATINAL,170G,468,YOKI,3,1,0.17
8556,AVEIA FLOCOS REGULAR,170G,UN,2,ALIMENTOS,286,CEREAL MATINAL,170G,468,YOKI,2,1,0.17
8565,REPELENTE AEROSSOL 7 H,150ML,UN,5,LIMPEZA,1019,REPELENTE/INSENTICIDA,CX12,538,"MULT INSET,NO INSET",2,1,0.15
8566,REPELENTE SPRAY 7 H,100ML,UN,5,LIMPEZA,1019,REPELENTE/INSENTICIDA,CX12,538,"MULT INSET,NO INSET",2,1,0.1
8574,DOCE DE LEITE PURO ,12X350G,CX,2,ALIMENTOS,10001,DOCE DE LEITE,,280,"MUMU,MU-MU",3,12,0.35
8577,CHOC.BIBS SACHE AO LEITE,120G,UN,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",2,1,0.12
8582,CHOC.BIBS SACHE DUO,120G,UN,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",2,1,0.12
8583,CHOC.BIBS SACHE MORANGO EXTREME,120G,UN,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",2,1,0.12
8591,CORANTE LIQ. AMARELO,10ML,UN,2,ALIMENTOS,284,CORANTE/ESSENCIA,10ML,21,ARCOLOR,2,1,0.01
8592,CORANTE LIQ. AZUL,10ML,UN,2,ALIMENTOS,284,CORANTE/ESSENCIA,10ML,21,ARCOLOR,2,1,0.01
8593,CORANTE LIQ. LARANJA,10ML,UN,2,ALIMENTOS,284,CORANTE/ESSENCIA,10ML,21,ARCOLOR,2,1,0.01
8596,CORANTE LIQ. ROSA,10ML,UN,2,ALIMENTOS,284,CORANTE/ESSENCIA,10ML,21,ARCOLOR,2,1,0.01
8598,CORANTE LIQ. VERDE,10ML,UN,2,ALIMENTOS,284,CORANTE/ESSENCIA,10ML,21,ARCOLOR,2,1,0.01
8601,ESSENCIA BAUNILHA BRANCA,960ML,UN,2,ALIMENTOS,284,CORANTE/ESSENCIA,960ML,21,ARCOLOR,2,1,0.96
8606,FIGO MARROM INTEIRO,450G,UN,2,ALIMENTOS,202,CONSERVA DOCE/ENLATADOS,450G,514,CROCHEMORE,2,1,0.45
8607,FILTRO PAPEL 03,1,UN,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,1UN,264,MELITTA,2,1,1.0
8621,LIMPADOR MULTIUSO ANTIBAC SQUEZZE,500ML,UN,5,LIMPEZA,512,LIMPADOR,,469,YPE,2,1,0.5
8625,SABONETE FLOR DAMASCO E F. LARANJEIR,12X85G,DZ,4,HIGIENE PESSOAL,410,SABONETE,12X85G,469,YPE,18,12,0.085
8626,SABONETE FLOR FRAMBOESA E F. DE MACA,12X85G,DZ,4,HIGIENE PESSOAL,410,SABONETE,12X85G,469,YPE,18,12,0.085
8627,ESPUM BRUT ROSE,750ML,UN,1,BEBIDAS,40,ESPUMANTE,750ML,26,AURORA,2,1,0.75
8628,GORD BUNGE 48 LT CAIXA,24KG,CX,2,ALIMENTOS,220,GORDURA/OLEO ESPECIAIS,APLICACAO - RECHEIOS COM TEXTURA FIRMEMASSA DE BISCOITOMASSA DE BOLOSORVETE,342,PROMULT,3,1,24.0
8629,RECHEIO FORN.AO LEITE,"1,01KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,542,CONFEIPOP,2,1,1.01
8630,FARINHA DE AVEIA,170G,UN,2,ALIMENTOS,286,CEREAL MATINAL,170G,468,YOKI,2,1,0.17
8633,ASPARGO INTEIRO ,500G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,800G LIQUIDO 500G DRENADO,543,ARCOBELLO,2,1,0.5
8636,TOMATE SECO ,"1,02KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,700G DRENADO,543,ARCOBELLO,2,1,1.02
8637,TOMATE SECO ,2KG,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,4KG DRENADO",543,ARCOBELLO,2,1,2.0
8638,TOMATE SECO ,3KG,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"2,1KG DRENADO",543,ARCOBELLO,2,1,3.0
8642,FOSFORO COZINHA 200,C/16,PT,7,UTILIDADES,714,FOSFORO,,161,"FIAT LUX,FIAT LUX",7,16,1.0
8643,CHOC. LACTA XTRA BLACK ,24X45G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,24X45G,42,BIS,9,24,0.045
8645,CHOC. JOY,16X20G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,221,KINDER,9,16,0.02
8647,CHOC. GRANUL. M.AMARGO,400G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,265,MELKEN,2,1,0.4
8648,COND. ALHO FRITO GRANUL.DESID.,"1,01KG",UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,,543,ARCOBELLO,2,1,1.01
8650,LEITE COND. LATA ,"1,05KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,8% DE GORDURA,507,ITAMBE,2,1,1.05
8653,AGUARD.,965ML,UN,1,BEBIDAS,62,AGUARDENTE,965ML,480,51,2,1,0.965
8663,BISC. MAIZENA,360G,UN,2,ALIMENTOS,230,BISCOITO,360G,544,TODESCHINI,2,1,0.36
8671,ESPUM CAVA ROSE BRUT ESP.,750ML ESP,UN,1,BEBIDAS,40,ESPUMANTE,750ML ,171,FREIXENET,2,1,0.75
8681,BISC. MARIA,360G,UN,2,ALIMENTOS,230,BISCOITO,360G,544,TODESCHINI,2,1,0.36
8687,BISC. LEITE,360G,UN,2,ALIMENTOS,230,BISCOITO,360G,544,TODESCHINI,2,1,0.36
8689,MAC.SEMOLA ESPAGUETE,30X500G,FD,2,ALIMENTOS,224,MASSA,30X500G,544,TODESCHINI,1,30,0.5
8690,MAC.SEMOLA PARAFUSO,20X500G,FD,2,ALIMENTOS,224,MASSA,20X500G,544,TODESCHINI,1,20,0.5
8691,MAC.SEMOLA PENNE,20X500G,FD,2,ALIMENTOS,224,MASSA,20X500G,544,TODESCHINI,1,20,0.5
8693,COCO RALADO UMIDO/ADOC.,5KG,UN,2,ALIMENTOS,264,COCO RALADO,UMIDO E ADOCADO,251,"MAIS COCO,.M.COCO",2,1,5.0
8694,GIN ING.,50ML,UN,1,BEBIDAS,16,GIN,50ML,425,TANQUERAY,2,1,0.05
8696,WHISKY,700ML,UN,1,BEBIDAS,4,WHISKY IMPORTADO,700ML,461,WHITE HORSE,2,1,0.7
8701,GIN LARANJA ING.,50ML,UN,1,BEBIDAS,16,GIN,50ML,425,TANQUERAY,2,1,0.05
8702,CACHACA DESEJOS CAFE,910ML,UN,1,BEBIDAS,26,CACHACA,910ML,454,"VELHO BARREIRO,V.BARREIRO",2,1,0.91
8703,AGUARD.,910ML,UN,1,BEBIDAS,62,AGUARDENTE,910ML,454,"VELHO BARREIRO,V.BARREIRO",2,1,0.91
8704,AGUARD. COMP GOLD,910ML,UN,1,BEBIDAS,62,AGUARDENTE,910ML,454,"VELHO BARREIRO,V.BARREIRO",2,1,0.91
8705,AGUARD. LIMAO,910ML,UN,1,BEBIDAS,62,AGUARDENTE,910ML,454,"VELHO BARREIRO,V.BARREIRO",2,1,0.91
8706,CACHACA ALAMBIQUE TRADICAO,700ML,UN,1,BEBIDAS,26,CACHACA,700ML,4,ALAMBIQUE DIAMOND,2,1,0.7
